username,recency,frequency,monetary,cluster,umap_x,umap_y
.......faara,1779,2,144761.0,1,7.8972464,18.52286
.18112005.,1789,4,1120709.0,5,21.499983,6.775821
.aceng09,1456,2,109077.0,1,1.3906943,6.0667615
.alifqahnurtiy0,712,2,132040.0,0,6.4667435,-2.709821
.apit_ngabito,1667,3,353000.0,4,17.83133,12.278074
.btrd25,1444,4,389160.0,5,18.877554,4.890846
.farhanardiansyah25_,1489,2,90640.0,1,-1.5980381,7.6997747
.goday,1474,5,282420.0,5,20.254477,3.4942005
.mila_02,1557,2,178406.0,1,7.821597,9.759521
.nadia_67,1653,2,121005.0,1,5.159941,16.219187
.tyapuji,1571,2,110750.0,1,2.436025,10.08077
.v3n1,798,3,232840.0,3,14.734128,-2.9776826
00000977262625527282_a,1631,2,94444.0,1,1.3499331,15.587744
000tuti,1412,6,469163.0,5,20.977657,2.7799635
0012_1,1698,2,192340.0,1,10.451997,16.038195
002_nadine,1400,2,135960.0,1,4.840877,4.325695
003_06_02,1588,3,115257.0,4,12.633098,8.587888
00824308970000.khanina,1649,2,120962.0,1,5.197241,16.190395
00puvbx67y,781,2,296696.0,0,10.383575,-4.6030264
00xxabc,1677,2,79798.0,1,-0.8810601,16.6632
00yytt,1608,2,130264.0,1,4.751306,9.999148
01011999fasriimhalerndruru,1743,2,325070.0,1,12.508062,13.842331
0105saiful,1457,2,164955.0,1,6.7112317,6.063139
010rani,1432,2,68600.0,1,-5.773102,8.006175
012345678910bella,1570,2,143098.0,1,5.7022195,9.70344
012705.,1316,2,88477.0,1,-2.9437053,4.4187846
013aminah,1318,30,2671458.0,5,23.59662,2.4529514
01668.lilih,1573,2,139050.0,1,5.409688,9.73207
01_iipibad,758,2,76875.0,0,-2.108122,-1.7629691
01a03,1378,2,152440.0,1,5.917539,4.1779375
01adel_,1545,3,293422.0,4,15.818898,7.5852695
01adinda,1560,5,826653.0,5,22.497751,4.427806
01bi5g2bq3,1293,2,266770.0,1,9.725246,5.8027835
01evhysyam,1427,2,208266.0,1,8.660285,6.2850356
01ida10,915,3,365796.0,3,15.51519,-2.4204905
01ih43pp6h,557,3,142800.0,3,14.077801,-4.854416
01nurms,915,2,70920.0,0,-2.8540945,-1.3830792
02012000fadilla_,1666,3,154220.0,4,14.798448,11.14093
0207feny,1521,3,485584.0,4,16.895075,8.395854
020919aku,1473,2,202910.0,1,8.574203,7.325222
0250_,1494,2,86300.0,1,-2.3215005,8.073081
0255zpcdgkqg5dmo2dcy0l9_4m3r,1618,2,176000.0,1,9.165365,14.843071
0280nhbgs1,1341,5,539514.0,5,21.072464,2.2573988
02_012006,1625,2,110735.0,1,3.9701862,15.573567
02_02_02,1706,2,143365.0,1,7.60279,17.237785
02_05_2003,1726,2,80402.0,1,-0.7197266,17.338568
02ahmadekk,1404,3,117031.0,4,11.815398,6.307355
02ahonkkempleh,1482,2,120111.0,1,3.2155797,6.990765
02fauzan02,1344,3,102300.0,4,11.456656,6.607878
02nabilla,1670,7,742479.0,5,22.533611,5.6225705
02nb1oa_jb,1799,2,185760.0,1,11.030292,17.61419
02nur_aisyah,1785,2,252026.0,1,12.492121,15.429017
02nurulhidayah,1380,2,112270.0,1,1.3003612,3.9716284
02selfia_.,1594,2,98000.0,1,0.39748827,10.933071
02vhjj3x9v,1420,5,558976.0,5,21.380735,2.7742758
02ya_,1516,2,118450.0,1,3.1768653,8.130157
0303tambahdadi,1433,2,70658.0,1,-5.433435,7.8902216
03082002_,1414,2,170530.0,1,7.1236544,5.210103
031l8kdvo0j00nqsyybmmk5hwmh7,1777,2,337850.0,1,12.628464,13.827
033.334.2004,1290,6,392088.0,5,20.44541,2.4024737
038unoddhu,1580,2,67980.0,1,-5.9524283,12.134325
03az.iz,1490,2,76220.0,1,-4.162551,8.557688
03desi114,1389,3,234800.0,4,14.8364,5.0099154
03di_p1nqr,1564,2,325360.0,1,10.777741,10.46871
03g4kbtbs1,1553,2,66000.0,1,-6.3625193,11.492361
03indahputri,1490,3,310765.0,4,15.911859,6.9360356
03lykha,384,4,310956.0,2,16.8797,-7.1003833
03q2sjm6xn,526,2,103296.0,0,1.1555792,-6.825387
03raizza,776,2,86760.0,0,-0.40529606,-1.9851232
03sa__,1590,6,574225.0,5,21.960436,4.690705
040702r,1547,2,78890.0,1,-3.0840368,10.164682
049.18.10.816.261,1517,3,187759.0,4,13.905392,6.1300883
04_nila,1645,7,807735.0,5,22.547243,5.4730015
04kiky,1489,2,335220.0,1,10.653817,9.496729
04mal_,1751,2,146645.0,1,7.9958186,18.234632
04mgk0qju1,1757,3,215311.0,4,16.115026,12.753368
04pq89ep68,334,3,396815.0,3,15.979232,-2.7441955
050499_,1730,2,226316.0,1,11.936315,15.640987
0506_03,1645,5,1724700.0,5,23.231665,5.362136
050957rsk,845,2,104920.0,0,2.8136015,-2.053196
051_.,1504,9,880314.0,5,22.41567,3.4874747
059tpwmzul,924,2,130752.0,0,6.2547755,-1.5777035
05_03_29_7,1758,2,209375.0,1,11.659388,16.500748
05evy_,1746,2,152180.0,1,8.595791,18.013163
05kztquyd4,763,2,119416.0,0,5.067379,-2.7082524
05onlineshop,1541,3,315390.0,4,15.9758215,7.745269
05p2ldfz2_,1427,3,134309.0,4,12.204586,5.848839
05ramadan122002,807,3,219424.0,3,14.639812,-3.0975554
061105_.,1568,2,103550.0,1,1.477791,10.2775345
0654cid977,1504,2,78000.0,1,-3.7268116,8.781132
06_11_1966,1465,2,141503.0,1,5.1607795,6.2066445
06efoily4y,1483,2,119480.0,1,3.183815,7.04671
06fenny_oktaviani06.,1303,3,162000.0,4,12.706201,4.4986544
06fitri_astuti,1575,2,76500.0,1,-3.5359936,11.137497
06piona_.,1401,2,74192.0,1,-5.07436,7.0282516
072_germtb,1570,2,74000.0,1,-4.054166,11.563928
0764.f44dd354r.9164,1385,2,124000.0,1,3.2005136,4.017997
07a_.novy,781,2,102860.0,0,2.1979942,-2.573864
07as05,1564,3,266770.0,4,15.4434185,7.52282
07pygw798d,1425,2,78236.0,1,-4.1748533,6.6410656
07sela,1308,2,177778.0,1,7.871898,3.8631196
07x2z8zp2zl82l3l372kzwkwdib8,710,2,252536.0,0,10.559078,-3.9595387
0800_01,1414,2,121540.0,1,3.0495574,4.5848436
0809204_anis,1571,11,783767.0,5,22.438894,4.367914
081229961536imah,1330,2,266770.0,1,9.719815,5.80607
081299843129________,1760,3,238800.0,4,16.5335,13.032026
081326568854786786_.,1709,3,438076.0,4,18.19086,12.002352
081361815459000...99999,1568,2,180250.0,1,7.8699765,9.868895
081918022711nadiya,1676,16,1350756.0,5,23.180536,5.6885695
082197077731eko,747,2,207156.0,0,10.613109,-2.7743819
0821rindisriwahyuni,1457,2,200000.0,1,8.449966,6.864405
082276215207mastalena,1566,4,338000.0,5,19.001158,5.8751817
0822_67138271,1728,2,202580.0,1,11.145754,16.245085
082349177626a,1366,2,431771.0,1,11.079491,9.570772
082386121845_.,1392,2,63093.0,1,-6.316146,8.066843
082bian315syah,1704,2,73685.0,1,-1.6591531,16.961216
083175287557devita,1452,2,115000.0,1,2.2684758,5.969589
0852316i1177,1507,2,117000.0,1,2.9644098,7.997121
085376708171ayyaraseptyani,1347,4,198172.0,5,17.568008,3.81926
085606525762ok,1767,6,722400.0,5,22.375975,6.2726703
085669479975.,1620,10,1252713.0,5,23.069426,5.114318
0856ub0q6h,1310,2,104545.0,1,0.0069444096,3.1136398
085705559373_16,1385,4,299400.0,5,18.353056,4.226021
085754500008.,1576,3,355695.0,4,16.301527,8.151481
085758370106arief,1344,6,399020.0,5,20.593163,2.4767983
085793331837ndjsjsiwbeuebeu,1557,2,194670.0,1,8.479609,9.708929
0857katy,631,2,132378.0,0,4.9772463,-7.6200304
085815430302wafahsetiowati,719,4,130305.0,2,15.790828,-7.074307
0859p0c_iglot0zz_q3hlsamwxas,1566,2,246391.0,1,9.834999,10.039096
08818796055_,1378,2,132077.0,1,4.0158734,3.7268574
08971_.,1585,2,68400.0,1,-5.84316,12.328805
089ana,1674,4,285430.0,5,19.156591,7.152995
08d3ttf0yy,232,2,165385.0,0,7.393618,-8.859655
08j6t80gcg,1731,2,68334.0,1,-2.4454184,17.146612
08lady03,1745,2,108660.0,1,3.9126053,18.222761
08mifr_w3d,1554,2,89868.0,1,-1.1702986,9.871638
08pm44tju6,374,4,408184.0,2,17.086298,-7.0712824
08safrizal,1630,2,217710.0,1,10.7448,14.383525
08su23si,1562,5,277820.0,5,20.345253,4.441593
08tpclgrquukuwka7rpl4trygplc,1566,3,134640.0,4,12.675211,7.5550427
08zah35fif,1646,2,161861.0,1,8.561736,15.355335
090502hanna,1628,3,165924.0,4,15.135891,11.255382
09092003_09092003_09092003,1732,2,293050.0,1,12.448955,14.050249
092anisanuraulia,341,2,130600.0,0,4.6473575,-8.473129
098dona,1630,2,106410.0,1,3.301627,15.53764
098p97865ytr43,1358,2,222000.0,1,9.141266,5.5115724
09_0401,1351,7,498778.0,5,21.061686,2.3429675
09adnan,866,2,215557.0,0,10.288546,-2.962016
09qdzo0bfh,741,2,59200.0,0,-4.5347753,-1.8583658
0_tignebni,796,2,156348.0,0,8.391537,-1.8501667
0a75gmrcni,1396,2,96331.0,1,-1.21969,5.0093284
0adfhm67kv,280,2,99968.0,0,0.15331912,-7.3433113
0an5jyc5u_g1xgu5room4dx8t46b,473,2,275625.0,0,10.1319895,-6.7126536
0aqmjixr1h,1715,2,248306.0,1,12.030732,14.850263
0beu6gnz6l,1559,7,361844.0,5,20.855566,4.4641824
0c942usf13,1329,2,141000.0,1,5.2842865,3.2106338
0cs7qj5qn9,1555,3,418560.0,4,16.683084,8.363674
0david_.,1738,2,205107.0,1,11.454042,16.314543
0dh0fq4xnd,1408,2,90228.0,1,-2.2045262,5.5348663
0dxjsq5bi8,1427,2,107910.0,1,1.0720832,5.3572655
0fitriana0,562,2,77111.0,0,-2.3559034,-4.9983215
0fspu_ycza,150,3,131500.0,3,13.985336,-5.334149
0hwj6z15y3,1690,3,96464.0,4,13.381636,9.897185
0i2uw8k56o,348,2,140528.0,0,5.4790683,-8.599766
0ioi_vnhx1,697,2,91042.0,0,0.3134847,-2.426133
0j4gksj6mr,259,10,769975.0,2,18.44288,-6.644958
0jpztoqkla,616,2,33231.0,0,-6.071638,-0.9189546
0kebay,1386,2,91200.0,1,-2.089899,5.1916795
0llhzdk7gb,1569,2,222000.0,1,9.265083,9.864179
0lty01,471,3,482438.0,3,16.009619,-2.5288732
0lug8d26n5,1436,2,110067.0,1,1.3375208,5.4769244
0ly5c4ibnf,1492,2,65902.0,1,-5.900909,9.037693
0mb0hdcjf1,1347,3,251269.0,4,14.958107,4.921959
0md8c4hjfs,1582,2,92700.0,1,-0.5589112,10.423722
0mzipxhxrs,242,2,83257.0,0,-1.9634652,-6.016626
0nrwzbavj6,1591,2,90455.0,1,-1.0807134,10.453613
0o0zk9jj65,717,2,193000.0,0,10.279133,-2.2429442
0omeh5gp6f,845,2,235169.0,0,10.397586,-3.480573
0p0nhc9jze,1556,2,200900.0,1,8.6402855,9.704259
0p3qxfhnhu,1405,2,193510.0,1,8.273349,5.4221764
0p9jd0t8lb,1389,2,110526.0,1,1.1499089,4.143372
0pansopyan,1548,4,251000.0,5,18.198244,5.4590006
0pskkfz3gl,1516,2,75110.0,1,-4.261872,9.311065
0qhyj35grty2jy,1585,2,115257.0,1,3.2741222,10.210356
0qr32bfpcy,742,2,136160.0,0,6.8843064,-2.4917612
0r4n4a777uubrgquzl5tpo4rm0at,1510,2,94690.0,1,-0.62013847,8.328651
0ronkmqazk,762,3,284602.0,3,15.160324,-2.6942697
0s9nfvsxmp,1561,2,72000.0,1,-4.775589,11.675656
0sjn0qsy2z,1562,3,110210.0,4,12.599132,8.677225
0sxgq_za_h,293,2,90308.0,0,-1.1523345,-6.518171
0szh3lwgjt,911,2,154776.0,0,8.262926,-1.3708109
0tkks2zm5w,1621,2,176000.0,1,9.172709,14.853179
0ue1ls_qe6,1418,2,70246.0,1,-5.515041,7.70606
0v9x0_10_y,208,2,142616.0,0,5.6076365,-8.76156
0vid96_n_x,1389,2,140904.0,1,5.1136017,4.1177535
0vl6uzjh9h,734,2,75944.0,0,-2.2113144,-1.7834948
0vy_b7l25e,1336,3,214008.0,4,14.233218,4.5128603
0wahyunilestarimanurung,1561,4,211090.0,5,17.844448,5.5739694
0wy1_8kuri,830,2,71286.0,0,-2.7906275,-1.5614492
0x84051v66,1574,2,70040.0,1,-5.2168818,12.301551
0x8kblghxb,1545,2,310000.0,1,10.643351,10.235636
0y0v_qn4qo,880,2,94768.0,0,1.173317,-1.6950248
0y8yyqtmzxd79kxsit6afu0znhru,1786,2,81227.0,1,-0.36970067,17.782587
0yf_1to6m8,1627,2,205400.0,1,10.295629,14.504903
0yh4zcwc4m,1541,2,75261.0,1,-4.2602468,9.4984455
0yx2lo1_fo,748,2,71319.0,0,-2.8280957,-1.743247
0yxggmmfna,1620,2,63902.0,1,-3.1724684,16.349669
0z6pw2zryw,840,3,187730.0,3,14.082841,-3.6068323
1._1234,1442,3,143320.0,4,12.405663,5.7156763
1.dian,1564,2,139050.0,1,5.4182186,9.541852
1001khoir,1635,2,93000.0,1,1.1081825,15.762186
1001vita,1307,3,99943.0,4,11.45045,6.600285
1002novia,1503,4,169512.0,5,17.361902,4.9031467
1004104.,1487,2,91987.0,1,-1.3864303,7.663972
100901minahminah3,712,2,117859.0,0,4.8193603,-3.0560126
101183yuris,798,3,81900.0,3,13.532757,-6.0712185
1019alifa,1344,4,298682.0,5,18.372145,4.067292
102qs3lxxj,1622,2,129159.0,1,5.9840045,15.780208
10_01_2003,1758,4,368177.0,5,19.83905,7.530356
10_hafiz,759,2,121276.0,0,5.299532,-2.719675
10_u0hal1x,1726,2,167527.0,1,9.513144,17.120256
10arsyah,1637,3,327239.0,4,17.630013,12.162443
10coco,518,2,95789.0,0,-0.1073763,-6.344084
10masya,1442,3,432560.0,4,16.764,7.8431044
10oaklh7vm,1703,2,166368.0,1,9.216742,16.675695
10q8hm45ds,769,2,74048.0,0,-2.446257,-1.6907239
10sandra,240,4,467248.0,2,17.149162,-7.0819354
10trisna,1712,2,146720.0,1,7.8187327,17.21125
10xf8ujpsq,878,5,811800.0,2,18.085909,-6.1402903
110219fathulhuda,1665,2,163801.0,1,8.757599,15.702705
110797__,1503,2,104749.0,1,1.0280263,7.789327
1107sucifitria,1396,2,99450.0,1,-0.5774572,4.743784
115eb6g993,1660,3,250993.0,4,16.855255,12.231708
11alyaretno_.,1424,3,187624.0,4,13.720873,5.164402
11lc8rmpdm,1592,2,122050.0,1,4.0464973,10.07846
11ratnakomalasari,456,2,256217.0,0,10.028071,-6.949218
11rifqi,1656,2,98720.0,1,2.1626756,16.021603
11sulkhann,1474,2,82918.0,1,-2.9538987,7.581311
11zoob0yac,1616,2,71165.0,1,-2.3894653,15.81726
12.03.2017,1559,2,143130.0,1,5.6833363,9.53436
12.05.2008_,498,15,957494.0,2,18.578638,-6.535495
1209069_bapenda,1571,2,83430.0,1,-2.263827,10.140271
121203wildavioletha,1584,2,173750.0,1,7.6196694,10.213398
12121994nink,1515,2,147290.0,1,5.800056,7.860896
123...44488473884,1577,3,293447.0,4,15.719621,7.7359023
123.ayuputri,1568,3,315384.0,4,16.050356,7.967869
123.ranarani,1447,2,273980.0,1,10.154982,8.437464
1233batamafc,1683,2,194052.0,1,10.3469,15.439044
1234.ln,1439,6,829771.0,5,22.182405,2.8512652
123455456324adit,1503,2,106640.0,1,1.4748578,7.8492684
1234557.,1796,2,103265.0,1,3.6342733,19.004616
123455eristia,1719,2,249177.0,1,12.041191,14.864615
1234567811o,1479,2,79310.0,1,-3.7307942,8.202492
1234567890esra,1587,2,215373.0,1,9.1005945,10.096914
1234567890y,1594,2,137660.0,1,5.338888,9.962218
123456789123456789q23456789123,1502,2,113000.0,1,2.4622495,7.763556
123456789ays,1343,2,169000.0,1,7.3115845,3.9065259
1234567ahlam,1520,2,254639.0,1,9.88378,9.213459
1234567elmaagustina,1581,2,197863.0,1,8.568368,10.014828
123456alwinrizki___,1639,3,333470.0,4,17.675346,12.165933
123456poyo,1594,2,905754.0,1,11.778955,11.094111
123456ronal,1565,2,99470.0,1,0.75649965,10.236627
123457.8,1602,2,81370.0,1,-2.472127,10.684619
12345_7771234567891,1309,2,155209.0,1,6.388385,3.2794042
12345aghus,914,3,169634.0,3,13.776644,-3.9150572
12345athar,1643,5,1787169.0,5,23.267061,5.355385
12345dingga,1506,2,64000.0,1,-6.1703777,9.138779
12345joger,593,2,115620.0,0,3.0490732,-7.1217084
12345kytwxsy,1563,8,713047.0,5,22.268044,4.3349776
12345rinisupri,814,2,116000.0,0,4.5329094,-2.2676356
12345zul12345,1473,3,205180.0,4,14.223608,5.6878834
1234_1234_123,625,3,167360.0,3,14.243309,-4.357773
1234agussetiawan,506,2,78336.0,0,-2.3452063,-5.1278024
1234gajs,1644,2,118050.0,1,4.8069444,16.035894
123_.arifin,1563,5,215270.0,5,19.870699,4.3048353
123_kamilia,1308,3,171925.0,4,13.163421,4.342673
123adf16,1622,4,532767.0,5,20.300167,6.8564186
123afrianbc9,1607,2,212884.0,1,9.043396,10.150056
123betung,857,2,67437.0,0,-3.1859097,-1.6132386
123cindy24,1296,3,203400.0,4,14.066574,4.4009085
123dimasaw,1496,3,182870.0,4,13.802115,6.031709
123fitriyanj,1457,5,414820.0,5,20.677073,3.08406
123ikur,1514,2,214860.0,1,8.912247,8.567778
123irarahma,1335,12,1072134.0,5,22.53826,2.1355333
123muftia,1590,2,70500.0,1,-5.0932055,12.604927
123mutiara,1588,3,165895.0,4,13.621772,7.2361145
123nafisah,1786,2,290520.0,1,12.66479,14.524264
123paj,1592,3,156000.0,4,13.400923,7.3047605
123pujahengkiwinata1010,1704,2,104575.0,1,3.2825656,17.39927
123putriramadani,1628,2,105979.0,1,3.2733135,15.519582
1244_hana,1800,3,429463.0,4,18.224329,12.584204
1256tri,1630,2,82578.0,1,-0.43251684,16.040932
126prrn18i,1782,4,576025.0,5,20.479565,7.3717656
12739.849,1653,2,109050.0,1,3.6900346,16.119627
12_nazar,572,2,97742.0,0,0.021449158,-6.286604
12almaidah,1624,5,186820.0,5,19.74617,4.358972
12aristi_.,1714,2,168721.0,1,9.454027,16.844984
12dhhb,838,2,127587.0,0,5.8955364,-1.9507946
12fashionable.id,1691,2,80080.0,1,-0.8322089,16.738834
12ferdi_ardiansyah03,1292,2,116500.0,1,1.8861059,2.593472
12hbss,846,2,95810.0,0,1.092656,-1.8928802
12ramzi,705,2,121148.0,0,5.214356,-3.008696
12roma22,1496,2,150380.0,1,5.9882627,7.2151556
12su44m1ym,1453,2,192610.0,1,8.240484,6.605039
12supriyonk,531,2,120508.0,0,3.5431063,-7.4546704
12tifani07,1767,15,1549992.0,5,23.045565,5.9440975
12u01lxah7,1558,2,149350.0,1,6.142208,9.473893
12zxihw1w2,1326,13,1683392.0,5,23.275932,2.3302345
13.okt.65,1385,6,597871.0,5,21.41315,2.5274537
13012005_,1699,2,144118.0,1,7.73092,17.061811
13052018.ilfan,759,2,92004.0,0,0.5159863,-2.345188
13102002endangpuji,1354,3,103824.0,4,11.466015,6.6152344
134536gdg25574358,1434,3,159355.0,4,12.79164,5.341617
1357924680_,1642,2,106671.0,1,3.4056818,15.776089
135yulianita,1731,3,266083.0,4,17.067425,13.145158
1388jsj,1650,2,126690.0,1,5.8423142,16.164383
138alex,1741,2,215500.0,1,11.7064905,16.134981
139e5eelis,892,2,122507.0,0,5.2385545,-1.6783046
13_sulton,1478,2,121921.0,1,3.402952,6.8578997
13anistaauriya,266,2,199965.0,0,9.499804,-8.34283
13ck5m6ru5,1427,6,495300.0,5,21.077286,2.8959663
13desember1992,1526,3,245290.0,4,15.093894,6.6829686
13gax4lg2j,1592,2,92000.0,1,-0.54115,10.647487
13mii91f7q,1299,2,163967.0,1,7.1164684,3.4791422
13o5h6fpct,627,2,205840.0,0,9.038553,-7.5428543
13pxewb1ai,885,2,114076.0,0,4.043915,-1.8539317
13rina.nurraini,1559,2,114330.0,1,3.0121224,9.8401375
13ylcxz02h,1465,2,102273.0,1,0.34333014,6.6315947
1400k8v74h,577,2,363400.0,0,10.2420435,-5.8210278
14081993norma,757,2,173461.0,0,9.3986845,-1.9340745
141004._,1571,2,64890.0,1,-6.5922704,11.223048
141219_94,1582,3,101661.0,4,12.842367,9.207075
1474749392_526_900,1496,2,64739.0,1,-6.077337,9.096156
14k3ua6g1v,814,2,103740.0,0,2.6007037,-2.2611127
14mi3qs9c1,770,2,68000.0,0,-3.3228407,-1.7291616
14mue0f5ix,351,2,135225.0,0,4.9276423,-8.448747
14najmi14,1793,2,837277.0,1,12.255154,12.138037
14r8dwywlq,573,2,169388.0,0,7.6399074,-8.002586
14ytpboerb,361,2,187744.0,0,8.762194,-8.574406
15.05.08,1612,2,102345.0,1,2.5800335,15.351232
15122005.,1617,12,776930.0,5,22.57085,5.3380566
15nasrullah,1574,2,104768.0,1,1.6819019,10.284223
15ot9fg3yn,1527,3,153410.0,4,13.069038,6.585961
15sep2000,1521,2,81640.0,1,-2.944636,8.989137
15v0gazuba,1323,3,101970.0,4,11.451233,6.5963244
161197raka,1481,4,299071.0,5,18.498272,4.9842434
1611as,1642,2,94616.0,1,1.3235807,15.806764
1612_78,1637,3,202872.0,4,15.89639,11.716476
162ugm2ehy,443,2,90088.0,0,-1.1977559,-6.2441497
16_11_2002.,1302,2,316210.0,1,10.681897,8.649868
16im6l2n4k,276,2,138240.0,0,5.243932,-8.663377
16jjjjnvcfthkkhgxzsshjkkkkm,1641,12,910577.0,5,22.748404,5.434455
16jw5_vfn1,1531,2,128685.0,1,4.284833,8.270703
16simorangkir,1426,2,98046.0,1,-0.8192403,5.509422
16xvtv48va,735,2,47840.0,0,-5.4851403,-1.5156181
170217n,1568,2,87550.0,1,-1.5216424,10.0702305
1703_199721,1622,2,129050.0,1,5.9981422,15.778258
1717brahman,1476,2,104650.0,1,0.90624565,6.750315
1733mesya,807,2,44663.0,0,-5.6673822,-1.3671975
17_05_99,1527,2,125022.0,1,3.9688895,8.236653
17e8j5gcs1,754,2,99365.0,0,1.9260477,-2.6661227
17kdmt1_am,758,2,123175.0,0,5.5452557,-2.6508024
17m0p52zpn,1821,2,157080.0,1,8.564175,18.723518
17saeabbrb,826,2,102771.0,0,2.4303832,-2.1423886
17unung,695,2,91780.0,0,0.43747222,-2.481412
1803kasih,1561,4,203820.0,5,17.779629,5.55793
18072001rohanasafran,1435,6,654575.0,5,21.746426,2.9559045
180804dee,1577,3,221372.0,4,14.7977,7.236108
181102_,1793,2,119651.0,1,5.4737105,18.89063
181191_,588,2,242905.0,0,9.739566,-7.1820865
18_23_91,1396,3,378761.0,4,16.348515,6.8471107
18desember2013,1376,2,73675.0,1,-5.157457,6.822169
18jequeline00,1423,3,144690.0,4,12.389002,5.5502734
18kymd1ey4,1459,2,84200.0,1,-2.8667605,7.193379
18sa96ta,1570,2,192000.0,1,8.353524,9.914188
18tu9f6x89,1303,2,139700.0,1,4.8927917,2.9313474
18yunott,1769,2,184548.0,1,10.8488,17.313396
1900zulkarnain,1602,2,140080.0,1,5.5554237,10.016235
190206riri,1577,3,167700.0,4,13.65051,7.1552296
19112004.tetapsehat,1773,2,193494.0,1,11.266395,17.107111
1937adi,1593,2,100000.0,1,0.94656795,10.882892
1973agus,418,2,115852.0,0,2.813844,-7.7686615
1982.1983,384,3,198797.0,3,14.980185,-4.003657
1995cucian,1599,3,178602.0,4,14.024485,7.194584
1995survive,149,3,160014.0,3,14.458916,-4.7247167
1996ulfa,1574,3,277478.0,4,15.525803,7.616272
1999.09.07,1426,2,90000.0,1,-2.0795028,5.9684434
19996_,1510,3,151860.0,4,12.889449,6.3796735
19_indahastika,1653,2,130794.0,1,6.40939,16.110098
19_mukhsin_05,1550,2,174700.0,1,7.570754,9.416905
19badai,726,2,664896.0,0,10.005432,-5.4178777
19hjvmfi6u,1581,2,72100.0,1,-4.723254,12.330725
19olshop.fisama.andre.190896,1768,2,163751.0,1,9.505996,17.9383
19wearby,1658,2,91149.0,1,1.0412016,16.185984
19zwcsu8rc,234,3,149848.0,3,14.290944,-4.9559584
1_2qyeug68,623,2,60448.0,0,-4.427468,-2.174473
1_7rkqzv2d,422,3,288768.0,3,15.659565,-3.220593
1_pr5gwt59,1747,2,211559.0,1,11.653364,16.308886
1_wwr5wqew,1798,2,109500.0,1,4.336742,18.980007
1ajccrfqoz,789,2,85886.0,0,-0.5338383,-1.8692238
1ameng12,1338,2,101297.0,1,-0.42543066,3.7694414
1baiy91g3j,853,2,87280.0,0,-0.41631743,-1.6124268
1bpfxw9u_cipto,1385,2,84541.0,1,-3.3948743,5.578371
1bu.etik,295,6,291606.0,2,17.029675,-7.0810194
1c4r2p7lgm,575,2,166632.0,0,7.500149,-7.998842
1calvbbly08,241,2,205008.0,0,9.5984745,-8.29889
1chantik4,562,2,73801.0,0,-2.770064,-4.565583
1cwhll239f,1601,2,112650.0,1,2.5723088,10.561207
1d4rsh0p,1552,3,536812.0,4,16.993406,8.591642
1dnrnkzifh7syi1c08lh24gjs090,1628,2,98171.0,1,2.078408,15.381957
1dptatavzm,564,2,165758.0,0,7.470983,-8.018233
1e8zbwgd1w,1446,2,123324.0,1,3.375339,5.533892
1ekafitri,1689,2,73156.0,1,-1.8993651,16.558807
1elvaav3a1,1491,2,81370.0,1,-3.010999,8.184919
1erni2,1716,2,103130.0,1,3.1118245,17.653227
1f93n6bc6d,1483,4,470216.0,5,19.28675,5.282672
1h_6x0ufmn,1314,2,102100.0,1,-0.3286832,3.2521265
1hbstg2b_d,1633,4,294505.0,5,19.352814,6.8822584
1hf9oy7dab,459,2,77256.0,0,-2.528888,-5.088866
1i97_3_lpo,1629,2,85020.0,1,-0.14333129,16.018322
1ium8qbugh,1635,2,140260.0,1,6.9090867,15.691719
1j0liztb0u,1670,4,298147.0,5,19.271093,7.1640096
1j3n557rg4,1515,3,208000.0,4,14.409369,6.1652875
1j8_i1j_jd,1570,2,76455.0,1,-3.5553997,11.077964
1jna8ls1em,1470,2,58870.0,1,-6.444883,8.95215
1joiua_o_p,1622,2,413648.0,1,12.099533,12.623851
1jroi7x_21,1341,3,189500.0,4,13.512678,4.4157934
1jwi8cvtbq,835,2,164400.0,0,8.84687,-1.5291791
1kaika,1680,3,194378.0,4,15.803621,11.960732
1kariyani,809,2,77745.0,0,-1.773701,-1.5859985
1lizshjif0,1584,2,189760.0,1,8.284702,10.143777
1m40dvr0j1,1488,2,139568.0,1,5.0965233,7.0408797
1ma4hm8hel,1485,2,121511.0,1,3.4220064,7.121926
1me4elllut,907,2,143675.0,0,7.401516,-1.5364885
1nrw2z2047,1404,4,195908.0,5,17.530201,4.068458
1obtnl9i23,1491,3,107100.0,4,11.802037,7.150372
1ovzclzaxu,1674,4,279160.0,5,19.09569,7.1260595
1p33p71kv_jiapcy30849ps08t9m,1780,2,123785.0,1,6.0075374,18.728502
1p7dzyuhvl,1684,2,141892.0,1,7.436388,16.579073
1q354c3qka,160,2,84640.0,0,-1.8876704,-6.083969
1qdz2lr1d6,1576,2,106845.0,1,1.9800295,10.417981
1qf5xbmzbg,561,2,158000.0,0,6.867474,-7.9564195
1r41ndr14n1,1562,2,92753.0,1,-0.610396,10.083861
1rehana22,1569,2,72525.0,1,-4.5510244,11.804181
1rgdpc4t42,1626,2,107100.0,1,3.513065,15.493428
1rqk54fmk3,1696,3,1915717.0,4,17.833225,10.250013
1rv2m5lt1u,784,2,225319.0,0,10.565047,-3.2235525
1s008fubeb,1568,5,223485.0,5,19.98686,4.321545
1s_cnn32o4,848,3,138189.0,3,13.511178,-4.549237
1siti.munawaroh_,857,5,420052.0,2,17.553009,-6.297507
