username,recency,frequency,monetary,cluster,umap_x,umap_y
pandysusanto,331,2,160996.0,0,7.092879,-8.69818
panegei_petu,1587,2,90000.0,1,-1.1226112,10.443388
panejii,1645,2,120360.0,1,5.0991745,16.130486
panensaja,80,2,84000.0,0,-1.9589428,-6.0335307
pangatramini123456789,681,3,256640.0,3,15.033612,-2.9231029
pangeran3_olshop,1464,2,71953.0,1,-5.160922,8.240506
pangeran_fz_,1418,2,79516.0,1,-4.0592556,6.516721
pangeranemojopaet,1793,2,197217.0,1,11.476465,17.274185
pangeranjc,1552,2,94760.0,1,-0.22103137,9.744395
pangestiii13,1682,2,166530.0,1,8.932075,16.06994
pangestikanuswantari458,577,2,7606292.0,0,9.880651,-5.4530206
pangesturidho55,744,3,114825.0,3,13.411559,-5.326037
panggilsajaadi,1682,2,83300.0,1,-0.14980859,16.75537
panglimapajajaran,766,2,113072.0,0,4.242854,-2.737075
panglimatempur22,852,2,110926.0,0,3.7951574,-1.9851044
panjaitanpanjaitan121,741,17,1834290.0,2,18.84666,-5.9731956
panjaloeshop_,1720,2,139160.0,1,7.3138714,17.576563
panji.prasta,1817,2,100000.0,1,2.9973993,18.906452
panjibima02,1772,3,244854.0,4,16.74837,13.184389
panjiiiangga,751,2,106470.0,0,2.8642254,-2.8987563
panjipandu,1467,2,94000.0,1,-0.9355447,7.032941
panjiputraardana2234,1522,2,113240.0,1,2.5182347,8.375343
panjulhungkul,303,2,75923.0,0,-2.9782233,-4.976477
panjulkcll,1729,2,105000.0,1,3.409197,17.97782
panndamerah,1751,3,283340.0,4,17.33573,13.185808
panpanharvama,857,2,299200.0,0,10.374808,-4.5729904
pansmishallraheja,1558,2,86713.0,1,-1.7565005,9.927558
pantas01,1514,2,202000.0,1,8.563616,8.424258
pantekha,602,2,95889.0,0,0.020601,-6.254938
pany_shb,1424,2,136775.0,1,4.7889733,4.982079
panyacit,806,3,159264.0,3,13.690321,-4.214726
panzie_21,753,2,83700.0,0,-0.9652552,-1.9265661
pao_pao980,607,2,188368.0,0,8.357696,-7.7954874
papagang.store,1622,2,99434.0,1,2.262149,15.359858
papah_qina,1302,2,95000.0,1,-1.674859,3.770013
papaleon22,484,2,81000.0,0,-2.1192372,-5.3934374
papatu227417,888,2,89391.0,0,0.27704895,-1.6112155
papazyzy14,1577,2,243620.0,1,9.677472,10.07435
papiculo111,1618,2,136690.0,1,6.726988,15.583659
papkinsstoreid,1660,2,387796.0,1,12.18148,13.012798
pappadanang,284,2,117843.0,0,2.9406207,-8.161625
paradilasinaga,1303,4,868290.0,5,22.852402,2.561916
paramithakasim,1595,2,153650.0,1,6.4211693,10.037986
paramount04,1375,3,183992.0,4,13.446022,4.627488
paras_audiaratu12,1741,2,251510.0,1,12.303394,15.169366
pardongan,1652,3,238720.0,4,16.654064,12.124303
parekediricolection,1357,3,436536.0,4,16.669693,7.2807207
parelparel785,455,2,101216.0,0,0.7671977,-7.033394
parfum_rd,714,2,189920.0,0,10.215642,-2.2125084
parfum_susan,561,2,208150.0,0,9.219499,-7.605998
parhanpauji,1588,2,72100.0,1,-4.699866,12.460339
paridapurnamasari,1749,3,339013.0,4,17.889359,12.885889
paridhoerudin,1549,2,174000.0,1,7.529114,9.409954
parinthon_id,740,2,163108.0,0,8.889138,-2.036311
paris_925,546,2,89568.0,0,-1.0831342,-5.9138093
paris_aza,788,3,17788601.0,3,16.106108,-2.2698693
parislianibjm,733,11,1328198.0,2,18.720366,-6.0368137
pariwansardoni81,1631,2,149275.0,1,7.5616846,15.323902
pariyatii,1385,2,197700.0,1,8.447841,5.3076544
parmadi_96,1408,2,315970.0,1,10.531048,8.696025
parman.jr,1541,2,69850.0,1,-5.4975514,9.298869
parmasuwandi,1802,3,304060.0,4,17.212677,13.321624
parronarizky,1487,2,124000.0,1,3.7068934,7.0755215
partaabdiantelaumbanua,1315,6,313120.0,5,20.096766,2.6337943
parulian858hasibuan,1445,2,144657.0,1,5.625995,5.734304
paruliansitanggang,1510,2,96326.0,1,-0.44852138,8.3116255
pas20190003,1728,2,146630.0,1,7.8611274,17.775934
pasar_jaya_mayong,1488,2,208833.0,1,8.862417,7.756886
pasarhalal.com,1648,3,238680.0,4,16.68569,12.125477
pasbyanal,802,2,84085.0,0,-0.8597929,-1.8005102
pashuda923,603,2,183750.0,0,8.2518425,-7.8324547
pasimbong,568,7,754373.0,2,18.38629,-6.55597
paskalinda94,1619,2,159469.0,1,8.199083,15.176767
pasnavaka1,803,2,171080.0,0,9.213003,-1.7662768
pastitermurah_olshop,1374,10,537508.0,5,21.302042,2.5221643
pasyapanggabean,1580,2,185915.0,1,8.151812,10.116664
pata12rm,1565,2,70000.0,1,-5.5449944,11.838817
patardamita,1379,2,102700.0,1,-0.12662461,4.429133
patarsinaga011,1441,2,112350.0,1,1.8368123,5.478294
patdeli,1334,2,98121.0,1,-1.0117964,3.8750384
patimah222,1676,2,134570.0,1,6.722882,16.392857
patimah657,1657,3,219720.0,4,16.201715,12.012298
patimahba,1527,2,264000.0,1,10.011569,9.35091
patimheup,711,2,141454.0,0,7.511956,-2.4037862
patintini,1588,2,128878.0,1,4.668339,9.946269
patlawang_coffee,1343,6,413190.0,5,20.610292,2.4734986
patmawati158,1438,2,84255.0,1,-2.9217818,6.524411
patmawatingawi.,1714,2,123376.0,1,5.6826205,17.489826
patravanzuno,1750,2,114840.0,1,4.785016,18.343582
patrick_69..,1573,2,96000.0,1,0.11146334,10.426266
patrickkecil,1713,2,84547.0,1,-0.039187465,17.22725
patritri378,337,2,95791.0,0,-0.41117704,-6.8500104
patt170200,1570,2,121000.0,1,3.842759,9.740033
pau10_,1505,5,505730.0,5,21.250889,3.4441175
paul.co.id,1670,2,126300.0,1,5.9175053,16.551039
paulaaherbalshop,1678,2,173710.0,1,9.371569,15.770387
paulanalotek46,1583,3,516452.0,4,16.998302,8.626808
paulfordebenhardpatras,476,2,115152.0,0,2.8064249,-7.546318
paulinaioela31,394,2,101500.0,0,0.6641705,-7.302996
paull_001,1632,2,130935.0,1,6.2059464,15.82466
paulus_apri,538,2,115043.0,0,2.8887837,-7.321289
paulussitepu,1315,2,117493.0,1,2.279477,2.71814
paulxavier04021997,1558,2,63860.0,1,-6.6625743,11.040928
pauziah_aprilia,1564,2,143880.0,1,5.754997,9.639659
pb35d4ns3w,242,2,182104.0,0,8.454745,-8.842217
pb908919,1699,2,116460.0,1,4.739313,17.42244
pba_26,1398,2,82681.0,1,-3.5940602,5.9175587
pbajari11,1688,2,107456.0,1,3.6447756,16.965242
pbpsemhsdz,1500,2,164000.0,1,6.8081713,7.521382
pbqs_rtn5o,491,2,112032.0,0,2.2879481,-7.3604293
pchul,1442,2,115045.0,1,2.115646,5.438525
pcx0as6oly3yfdxwj639p1s2mnak,1565,2,348800.0,1,10.884709,10.53945
pd80h3bj3m,726,2,298300.0,0,10.377208,-4.7228327
pdaopdao323,415,2,126593.0,0,4.0114655,-8.133369
pduwi,1678,2,95860.0,1,1.8755435,16.58763
pdy_tah0_st5_ncauzy65tih6sj8,1460,2,156457.0,1,6.2831607,6.187803
pe6j97w6ww,206,2,95080.0,0,-0.60517436,-6.9676447
peachmerch_127,1757,3,231416.0,4,16.478138,13.005922
pearieholic,1608,8,1079365.0,5,22.999687,4.858233
peaumj7zi4,1563,2,90000.0,1,-1.1036426,10.00646
pebi_ardiana,1426,2,73326.0,1,-5.0256367,7.616316
pebipebriani14,795,2,83982.0,0,-0.8669303,-1.7966427
pebriirawan29,1779,2,108848.0,1,4.1135406,18.800468
pebriyansah_05,1369,4,187460.0,5,17.424753,3.90378
pedet_korep,1313,2,117131.0,1,2.185649,2.6928518
pedrislr,860,2,89381.0,0,0.23648836,-1.6637732
pegpeg9397,1494,2,136813.0,1,4.8720565,7.228957
pel8ya,598,3,297840.0,3,15.606576,-2.9931417
pelajarbijak.id,32,2,273468.0,0,10.221914,-6.7250357
pelapakgratisan.co.id,296,2,117360.0,0,2.9880369,-8.142255
pembeli2121,1696,2,214950.0,1,11.151313,15.125998
pemirahma,1651,4,899780.0,5,20.94383,6.85099
pemudahirjah,1478,2,110869.0,1,1.9016529,6.841634
penabiru.co,1574,2,228310.0,1,9.32721,9.991802
pendut11,1665,2,131107.0,1,6.3848615,16.252428
pengajianassalafiyah,1719,7,453679.0,5,21.610535,5.995521
penggemarnomorsatu,1640,2,1916562.0,1,12.075036,11.705062
penggunasopie,1420,2,72328.0,1,-5.2549577,7.54111
pengrajincajon,1460,7,694035.0,5,21.948671,3.0837653
peni_gunawan,1633,2,105140.0,1,3.1459186,15.552812
penianggraeny02,1647,4,195963.0,5,18.17207,6.3449235
peniclaudi,1510,5,383713.0,5,20.860922,3.6805208
penimlnnda,1766,2,99750.0,1,2.6420863,18.489536
peniriski21,1317,4,372345.0,5,18.737856,4.24679
peniriskikuriniasih,1469,8,596508.0,5,21.693075,3.0655417
penjoll03,1682,2,83818.0,1,-0.10463243,16.794336
penontonmahatahu,836,2,107506.0,0,3.104366,-2.1571746
pentinlestary,1516,3,212667.0,4,14.622213,6.323666
pentol.bakso.kiloan01,1569,2,107450.0,1,2.0976658,10.108372
penyejukqalbu751,553,2,136888.0,0,5.3403254,-7.8421965
penyot04,689,2,159760.0,0,8.689287,-2.1633878
penysulistiyawati01,858,3,168920.0,3,13.777426,-3.9343014
penyun01,1764,6,474025.0,5,21.78147,6.1887145
peo540koez1ksk4zjhkl_h9jgz6c,1641,3,373351.0,4,17.918585,12.014675
peongnni,1716,2,272140.0,1,12.273721,14.452065
pepenandrian29,1420,3,153264.0,4,12.601563,5.258448
pepialtr_,1721,11,877938.0,5,22.696356,6.068752
pepihariyani1988,1546,8,1024680.0,5,22.728825,3.9766674
pepioktasaputra,1403,2,80752.0,1,-3.9735613,6.1660166
peppu22,1674,3,150085.0,4,14.674652,11.05914
peppy6661,732,2,109559.0,0,3.435705,-3.0998552
peppy_rhisma,423,2,472075.0,0,10.130698,-5.665404
pepriyadi885,271,2,102960.0,0,0.75303,-7.597817
pepyokta46,536,8,560650.0,2,18.119843,-6.6557393
perbatikan.duniawi,1502,2,100400.0,1,0.380824,7.920679
perbinakembaren,854,2,92789.0,0,0.7116195,-1.7440081
percekahanahana,1573,2,97850.0,1,0.4023978,10.394981
percetakan_ps,1494,3,163126.0,4,13.260499,6.0312166
perdana1008,1798,2,103530.0,1,3.6196744,18.983803
perdana6705,1657,2,191250.0,1,9.945723,14.9780445
perdana_sablon_tembilahan,1573,2,192610.0,1,8.374955,9.909235
perdanaf129,1493,2,280000.0,1,10.187727,9.13915
perdanaraka00,729,2,108288.0,0,3.2159846,-3.0575528
perdiawan10,355,2,91015.0,0,-1.0769662,-6.5028987
perfectweirdos,1678,4,920240.0,5,20.980356,6.8600974
peri_18,1343,2,116000.0,1,2.064347,3.1883664
periasri,736,2,108000.0,0,3.1670191,-3.0098376
peribadidaeli,1778,3,452018.0,4,18.303709,12.311031
perjuangan76,1731,2,191598.0,1,10.69608,16.682947
permana.pdian,317,2,159200.0,0,7.064428,-8.743679
permanabayu507,1709,2,95395.0,1,1.7947946,17.464695
permata.shop01,1806,2,113393.0,1,4.844312,18.999966
permatabaik.,1436,13,995911.0,5,22.598238,2.9361606
permatade,1325,2,82900.0,1,-3.980366,5.061184
permatawidya069701,1535,3,177158.0,4,13.740406,6.429492
pernakpernik_hlf,447,14,796154.0,2,18.454746,-6.619838
perni9,1320,2,125571.0,1,3.3278298,2.7975304
peronicaonyah,864,4,368624.0,2,17.009966,-6.585287
peronikalasmi,746,2,139500.0,0,7.2716503,-2.3410954
perpus_unars,1674,4,280672.0,5,19.122204,7.144577
perrypranata04,1706,5,419256.0,5,21.477709,5.843572
persabbrebes190,1378,2,96305.0,1,-1.3313395,4.6900554
persijajktjuara,1505,7,1069559.0,5,22.78687,3.5953748
pertaminiasp,725,9,315862.0,2,17.181211,-6.5539517
pertiwi_taufik,35,2,56167.0,0,-4.5265837,-2.579044
perwanida_,1380,2,82500.0,1,-3.7183425,5.6307836
pesantren10._,1569,2,141110.0,1,5.600036,9.705789
peseg_meseg123,1697,3,454605.0,4,18.20329,11.886023
pesona_hijabku19,1574,2,97911.0,1,0.42111593,10.383846
pestaparluhutan,1341,2,166000.0,1,7.2091026,3.8543563
petek_husni,512,2,160596.0,0,6.9942975,-8.199073
peterzhaii,1671,2,120602.0,1,5.2321043,16.705317
petirosidah02,772,2,61857.0,0,-4.240751,-1.8332139
petoadip26,1342,2,192610.0,1,8.292082,4.4806333
petrik7,1646,2,90500.0,1,0.86440617,16.088596
petrusmoan,1566,2,73099.0,1,-4.370522,11.730663
pettywidya,1533,2,114000.0,1,2.6648731,8.536322
peusing,1616,2,77000.0,1,-1.3487502,15.897479
pewoels,1739,2,100526.0,1,2.809433,18.100582
pfaradilla20,1501,4,217436.0,5,17.888958,4.9250083
pfwjawplpi,720,2,101600.0,0,2.1135678,-2.915458
pgd9mygh8_,609,2,101944.0,0,1.1023773,-6.6015778
pgh5mrdpk6,719,2,85240.0,0,-0.61652327,-2.0891342
pgwor_awzsl2_rkbifxbs_y23yqi,1629,2,73929.0,1,-1.8044095,15.903759
ph19k7n7xx,685,2,177840.0,0,9.683536,-2.1500454
ph1_ph1,1345,2,83873.0,1,-3.5556405,5.1644497
ph1qn5lkyc,717,2,161096.0,0,8.722144,-2.1313632
ph6t6hj4e8,744,2,164562.0,0,8.946624,-2.0102422
ph9hbtr2rh,1445,2,229690.0,1,9.374899,7.3483686
phadly1996,736,2,149128.0,0,8.026638,-2.1672382
phanie_shop,1473,2,304000.0,1,10.398301,8.97082
phenyok1397,1496,2,186000.0,1,7.8994536,7.5756445
phi.ploy,1485,2,99740.0,1,0.07864899,7.5421233
phiecingars,769,3,67896.0,3,13.501554,-6.260003
philfaqihcoutinho,1579,3,128160.0,4,12.583525,7.8518424
phitanurohmawati,857,2,70869.0,0,-2.8319356,-1.4718071
phnyza_,1748,2,137887.0,1,7.270437,18.19009
phoetoe_cute,508,2,167630.0,0,7.6684566,-8.141083
phopyphopy,1560,2,290000.0,1,10.527235,10.369228
phuank_ridho,1398,2,83462.0,1,-3.5205152,5.859569
phutry06,1370,2,161760.0,1,6.8318853,4.3609934
phutryayhu,1676,3,225886.0,4,16.260078,12.101323
phzukixydm,632,2,81080.0,0,-2.0547118,-5.222009
pi0pzt7f2p,51,2,142905.0,0,5.6240926,-8.771013
piaaaaaaauliaaa,1570,2,194930.0,1,8.432038,9.893632
piah598,1574,3,166290.0,4,13.610508,7.134918
piaijal,793,2,108506.0,0,3.31434,-2.4748845
pian182001,748,2,98830.0,0,1.925805,-2.6821132
piana_07,1676,2,270402.0,1,11.775749,13.865602
pianopiandi,1685,3,119737.0,4,13.777015,10.247186
pianosmart,773,2,90277.0,0,0.15005155,-2.1519785
piccolobee,1501,2,117860.0,1,3.0276625,7.4372716
pickypic,453,3,143799.0,3,14.13593,-4.9356017
picsps9qil,1718,2,143902.0,1,7.668465,17.407982
pidaae,1680,2,89031.0,1,0.6642215,16.719557
pidia00_11,1667,5,615747.0,5,22.054468,5.7273126
pidiarti_iis_wulandari,794,2,170740.0,0,9.218252,-1.7740963
pietanny,1421,3,361530.0,4,16.330671,6.9004655
piie74,294,2,167800.0,0,7.592621,-8.735135
piik.e,1654,2,84141.0,1,-0.16858076,16.363304
pikanurly,1478,4,274205.0,5,18.160082,4.773811
pikashopq,1301,2,183750.0,1,8.049678,3.9601316
pikihermawan,831,2,77000.0,0,-1.8277112,-1.5093805
pikokubabyshop,818,2,40120.0,0,-5.8434787,-1.1919246
piliani15,1414,2,606298.0,1,11.342762,10.094451
pilopiloshop,1633,2,70671.0,1,-2.5489466,15.932331
pimensetiadi,1296,2,109180.0,1,0.7453386,2.8634906
pinaptmla,1379,2,355550.0,1,10.817403,9.139914
pinastikaabaraa,838,2,97060.0,0,1.5663235,-1.9195825
pindagon,1531,2,124000.0,1,3.8519583,8.403771
pindo13,851,2,81934.0,0,-1.2546782,-1.5273746
pineapples.co,1480,2,116000.0,1,2.3931859,6.7502065
ping.29,1567,3,286340.0,4,15.587308,7.6430874
pingkansalsa,1581,3,240684.0,4,15.010545,7.3477583
pingkansh020403,1526,2,117094.0,1,3.1089594,8.38738
pingkanvbaranoyanes,1574,4,793100.0,5,20.066584,5.8533754
pingkanverika_19,1811,4,353750.0,5,19.84217,7.5635667
pingkiransinambela,237,2,158563.0,0,6.9832244,-8.894428
pingky_aderifenny,711,2,196688.0,0,10.373282,-2.31269
pinipadillah2728_,1431,3,147908.0,4,12.471706,5.525493
pinkies.up,1390,2,108544.0,1,1.0060723,4.245192
pinky_zahro,744,2,166798.0,0,8.992717,-2.0322356
pinkybriliana,1746,2,86585.0,1,0.19932514,17.683172
pinpin_mar,1341,2,67774.0,1,-6.2045503,7.3688965
pinta_romaito,1753,11,964635.0,5,22.708845,6.212032
pintentaksono,506,3,323651.0,3,15.74321,-2.9339232
pipang_patasik,1308,2,98410.0,1,-1.1654557,3.5781503
pipian0910,1567,2,67877.0,1,-6.041899,11.743871
pipin_sumantri117,1378,2,93470.0,1,-1.7759392,4.779954
pipindahyana,730,2,110880.0,0,3.7963939,-3.1301212
pipinvi,75,28,5049695.0,2,19.40276,-6.0563836
pipit282519,1418,5,462995.0,5,20.899149,2.7685156
pipit_astuti01,606,3,251040.0,3,15.277203,-3.2583554
pipit_fitriyani07,615,2,134397.0,0,5.051562,-7.648706
pipit_utari2112,1417,2,204146.0,1,8.577865,6.1082387
pipit_yl8,1314,3,177527.0,4,13.309636,4.312373
pipitandriyani05,1741,2,345218.0,1,12.464812,13.573603
pipitanggraeni184,566,2,114641.0,0,2.8799086,-7.172089
pipitaprilia2104,1392,2,106920.0,1,0.79640514,4.539774
pipitborneo,1597,8,1225403.0,5,23.067005,4.733973
pipitborneoo,1497,33,4825204.0,5,23.640045,3.6765053
pipitcutyy,1568,2,145147.0,1,5.7999096,9.69447
pipitmay123,1577,3,220420.0,4,14.796436,7.232433
pipitratnaa,1644,2,115900.0,1,4.62503,16.057814
pipitttttt,1593,7,2111494.0,5,23.489914,4.548866
pipiza_,1803,2,125644.0,1,6.322549,18.896685
pipopipo023,1420,3,102816.0,4,11.651484,6.895507
piraagiliadamayanti,1628,3,182577.0,4,15.434196,11.434211
pires_1996,789,2,5919700.0,0,9.858333,-5.4257064
pisanda776,1719,7,635829.0,5,22.278051,6.1983666
pisangjawa_chips,1618,2,100724.0,1,2.4171329,15.353501
pisbawati17,1684,2,109254.0,1,3.8769865,16.879787
pisonrivaldobangun,1414,2,86000.0,1,-2.7937548,5.994324
pitaflorist_,1495,2,124314.0,1,3.686624,7.2593946
pitaloka_mrg123,1683,2,204940.0,1,10.617735,15.258256
pitchperfect20,1733,3,281225.0,4,17.348011,13.148184
piterram,760,2,183800.0,0,9.775691,-2.040105
pitri_29,1291,2,153882.0,1,6.3441253,3.248969
pitri_ramdania,1302,4,245817.0,5,18.012241,3.7696986
pitrianypeni00,1578,2,110900.0,1,2.4853492,10.261973
pitriawt,1566,3,1049000.0,4,17.480091,9.391028
pitriawulan,1561,2,218000.0,1,9.125788,9.813167
pitrisakinah,1327,3,168773.0,4,12.748223,4.4741344
pitriyana2106,1780,2,200000.0,1,11.521539,17.035435
pitrohkurnia0712,1467,2,87944.0,1,-2.145877,7.120161
pittachong01,1511,2,108120.0,1,1.6697706,8.130818
pittaulisimbolon577,1357,2,218500.0,1,8.984992,5.3878026
pitty05,1780,2,152700.0,1,8.549625,18.525751
pitut1909,897,2,160122.0,0,8.561024,-1.3470021
pixielluvh,1442,2,111000.0,1,1.5635602,5.5688453
piyamutiara857,700,2,156627.0,0,8.493431,-2.1783998
pjagfe_xcj,1693,3,352605.0,4,17.927607,12.3830185
pjgantungansangkar,1400,2,88634.0,1,-2.4504356,5.540347
pjh1itgas3,1791,2,428836.0,1,12.538685,13.198588
pjm.shp,1752,2,85246.0,1,0.08701738,17.723053
pjrg20846100748,1680,2,195474.0,1,10.3465185,15.36862
pjtn05,1567,7,491946.0,5,21.560884,4.4270463
pku_storee,1399,2,224000.0,1,9.134659,6.2194753
pl0mk4qsxz,1708,2,217820.0,1,11.337602,15.507967
pl2jw7w2wn,686,3,189695.0,3,14.190531,-3.661281
pl5_bh6a3a,1677,2,190500.0,1,10.083795,15.443737
plain_collection98,1518,2,99280.0,1,0.31697625,8.535625
plan.bskincareboyolali,1667,2,782775.0,1,12.156922,11.980495
planet_cosmetic14,874,2,124822.0,0,5.7733054,-1.7431674
plastiomartindo,805,2,92688.0,0,0.67384046,-1.9981897
plenyun11,1394,3,209414.0,4,14.229275,4.893409
plsjzdmb_2,742,2,89831.0,0,0.09837127,-2.2591326
plssrryy,754,2,120360.0,0,5.216513,-2.7645943
pm_dirsar96,1726,2,184472.0,1,10.397635,16.742264
pmf1i_pg9_exavey10r8_q6kif3m,1674,4,418813.0,5,20.065092,7.108253
pmhttcasga,1478,2,161198.0,1,6.693527,6.672484
pmitayani,1554,2,142000.0,1,5.59174,9.456299
pmj_snack,1434,2,223600.0,1,9.214916,7.037007
pmngkas,1645,3,136749.0,4,14.271398,10.619062
pmpk_sticker,1493,2,124000.0,1,3.6771097,7.2269254
pmyoung05,1374,2,110000.0,1,1.1269214,3.9305174
pnfo1lwsup,605,2,170922.0,0,7.6959867,-7.9412565
pniel77,1322,2,148100.0,1,5.662917,3.2205322
pnq2bwd7s5,776,2,71992.0,0,-2.78244,-1.7219876
poavwvynma,362,2,220259.0,0,9.792666,-7.742092
pocabii,1807,5,499290.0,5,21.867708,6.2633605
pocongie19,1575,3,252684.0,4,15.317265,7.487275
podo_murah_toys,920,2,53110.0,0,-5.038057,-1.7174497
podotumbas.beli,1485,2,112110.0,1,2.0558472,7.0935793
poecutgalery,1579,2,221000.0,1,9.259827,10.0145235
poenyameggie,1592,4,158681.0,5,17.324139,5.466178
poercoolaja,56,2,185120.0,0,8.711962,-8.945194
poerwantomaospati,536,3,310500.0,3,15.685323,-2.9605947
pohanmanja15,1468,4,203919.0,5,17.565186,4.5169516
pointnemo_,1788,2,129974.0,1,6.483672,18.837793
poirotstore,1371,2,205726.0,1,8.663334,5.3321896
pokse_57,559,2,122018.0,0,3.75254,-7.4083047
poladream.bali,1655,2,159004.0,1,8.39324,15.662824
polaspolos,141,68,4782689.0,2,19.399223,-6.0595937
polinanalistiairwn,1748,2,205985.0,1,11.559803,16.42877
poloreza89,1548,2,222480.0,1,9.301902,9.427654
polosanofficial,1456,2,99998.0,1,-0.15528579,6.661885
polosku27,1533,3,206145.0,4,14.464414,6.767631
polossaja_,1681,2,146271.0,1,7.6520405,16.430204
poloszan,1541,2,120300.0,1,3.5010624,8.636899
poncofebrisantoso,1426,3,151420.0,4,12.523876,5.501678
poncosusanto12345,1428,3,242100.0,4,14.878359,5.4537697
ponipilandra,615,2,88265.0,0,-1.3059267,-5.723746
ponselcell443,377,2,133664.0,0,4.787612,-8.348701
ponselfaiz12,1626,2,235201.0,1,11.017538,14.18451
pop5sjesri,813,6,626100.0,2,17.86582,-6.261143
popay0123,1572,2,444500.0,1,11.2730875,10.76826
popeye_thriftshop,1579,2,2522470.0,1,11.883536,11.246078
popi6382yeh,568,2,144480.0,0,5.7750726,-7.890467
popolamdi,1796,2,181149.0,1,10.942718,17.646976
popooppp,1661,2,121551.0,1,5.3144035,16.578749
popopopo04,1451,2,147193.0,1,5.7487698,5.8238573
popottt211107,820,2,91586.0,0,0.5044029,-1.8780069
poppers_store1_ndonesia,1631,2,128864.0,1,6.001024,15.853487
poppy140402,1332,2,158929.0,1,6.46209,3.5526073
poppy_febrianti,1528,2,103158.0,1,0.7088827,8.582976
poppydstni2,763,2,98073.0,0,1.3271147,-2.4583075
poppydytastefany,1371,2,65920.0,1,-6.2276835,7.7213697
poppyoktapiani,1572,2,99650.0,1,0.8818226,10.424777
poppyyza,1356,2,150973.0,1,5.849412,3.5980017
popscallin,1786,2,117300.0,1,5.13045,18.874805
popyiu,1581,2,138814.0,1,5.434253,9.84866
popymut,1837,2,208080.0,1,11.877773,16.95541
popyy96,1640,10,1197831.0,5,23.07332,5.374839
poresi123,1293,3,185650.0,4,13.50817,4.3080974
portiasiahaan,243,2,202104.0,0,9.571541,-8.335089
porwanto04,1457,2,92920.0,1,-1.4563189,6.560327
posisidimano,785,2,94340.0,0,0.8286079,-2.2240555
posmakudadiri,701,2,97826.0,0,1.588042,-2.7951248
posteraesthetic.co.id,1634,3,485630.0,4,18.051544,11.79546
potato.oo,1699,2,176427.0,1,9.600399,16.15696
poy_07cell,1419,2,66476.0,1,-6.035044,8.03585
poyfebrian,1437,2,108000.0,1,1.0741327,5.596922
pp7do2yd5_yurlanti,424,9,909108.0,2,18.577051,-6.585413
ppa840373v,792,2,96500.0,0,1.1467615,-2.3537223
ppd_collections,1565,2,135340.0,1,5.0564027,9.520284
ppjx8dif69,182,2,106355.0,0,1.1263038,-7.7946157
pppppp054,334,2,91330.0,0,-1.0235653,-6.546455
pprabll06,1821,2,130145.0,1,6.4645286,18.898174
pprefaa,1671,2,144431.0,1,7.5523963,16.162466
pprimaputrah,739,3,313320.0,3,15.350683,-2.6733916
pptfitriani,1517,5,191580.0,5,19.767252,4.2496166
pput3,1490,3,205110.0,4,14.2607975,5.9079494
pputra11,1364,2,90000.0,1,-2.3697808,4.8593664
pputripratiwi,1290,2,105298.0,1,0.20057185,3.0360043
pq4ohswm6z,888,2,185992.0,0,9.6587715,-1.5990369
pqfp_vma6e,568,2,213947.0,0,9.401853,-7.453011
pqsdolshop,1616,3,280400.0,4,17.278837,12.185295
pr0ddxz5d9,102,2,101037.0,0,0.33399293,-7.5098143
pra_yani,1631,2,103197.0,1,2.9437988,15.545661
praaaams,1620,2,116940.0,1,4.5599914,15.7528715
prabamanggala3,1333,2,80958.0,1,-4.233558,5.3781824
prabu_jabbar_,1558,3,364044.0,4,16.403168,8.18023
pradana123456,764,12,1289113.0,2,18.690487,-6.026155
pradilawulandari,1705,2,162791.0,1,9.021366,16.721209
pradinasulfa_,1704,3,138594.0,4,14.286956,10.88897
pradita.45,1672,2,123924.0,1,5.414185,16.672031
praditya19,1433,2,139638.0,1,4.9868965,5.073105
pradiva_17,1573,2,74000.0,1,-4.0637293,11.610239
prais23,779,2,123200.0,0,5.5420938,-2.503
praja7340,1293,2,121592.0,1,2.8629158,2.6888704
prajnaandi,920,2,101549.0,0,2.3321714,-1.7164195
praksedisselni,736,2,144064.0,0,7.591507,-2.282748
prama.yogha_wistara97,1580,2,89733.0,1,-1.1402289,10.338057
pramanahendra7028,1700,2,172020.0,1,9.484298,16.231281
pramesti12,735,2,143929.0,0,7.580033,-2.2820084
pramestiayucaca,1679,3,283120.0,4,17.328327,12.588735
pramestibaresi07,696,2,170400.0,0,9.068435,-2.143334
pramesticahya12,1377,12,801881.0,5,22.089024,2.3759522
pramestinaya,1636,2,63625.0,1,-3.1668952,16.364538
pramonopram180,285,2,169358.0,0,7.633362,-8.73969
prams_jimmy,1785,2,71854.0,1,-1.8128121,17.561388
pramudiah0098,699,4,441345.0,2,17.098213,-6.6651554
pramudistya123,1714,5,542500.0,5,21.895344,6.0824695
pranaaaaa,1437,2,153330.0,1,6.033736,5.4725323
pranaazuann,1330,2,70658.0,1,-5.9415135,6.8798575
pranaja20,736,4,132544.0,2,15.798802,-7.0748587
pranowo_nowo,1391,2,118503.0,1,2.514909,4.162588
prapatan19,1565,2,72000.0,1,-4.7645984,11.688033
pras1980,840,2,186400.0,0,9.808831,-1.718082
praseptaanggi,257,8,346253.0,2,17.508469,-6.9310675
prasetya011,1495,2,72000.0,1,-4.987278,8.851604
prasetya05,1315,2,90853.0,1,-2.5260205,4.189391
prasetyaangga20,1306,2,124220.0,1,3.1259155,2.7163298
